 0   	740	386	354	740	386	354	-	-	-
 1   	693	336	357	693	336	357	-	-	-
 2   	674	356	318	674	356	318	-	-	-
 3   	653	307	346	653	307	346	-	-	-
 4   	643	334	309	643	334	309	-	-	-
 5   	617	315	302	617	315	302	-	-	-
 6   	624	339	285	624	339	285	-	-	-
 7   	619	325	294	619	325	294	-	-	-
 8   	596	318	278	596	318	278	-	-	-
 9   	626	309	317	626	309	317	-	-	-
 10  	598	298	300	598	298	300	-	-	-
 11  	695	343	352	695	343	352	-	-	-
 12  	659	327	332	659	327	332	-	-	-
 13  	747	355	392	747	355	392	-	-	-
 14  	807	418	389	807	418	389	-	-	-
 15  	871	439	432	871	439	432	-	-	-
 16  	869	434	435	869	434	435	-	-	-
 17  	892	441	451	892	441	451	-	-	-
 18  	905	475	430	905	475	430	-	-	-
 19  	1118	543	575	1118	543	575	-	-	-
 20  	1111	563	548	1111	563	548	-	-	-
 21  	1065	522	543	1065	522	543	-	-	-
 22  	1162	601	561	1162	601	561	-	-	-
 23  	1163	587	576	1163	587	576	-	-	-
 24  	1401	733	668	1401	733	668	-	-	-
 25  	1431	712	719	1431	712	719	-	-	-
 26  	1444	741	703	1444	741	703	-	-	-
 27  	1356	730	626	1356	730	626	-	-	-
 28  	1336	677	659	1336	677	659	-	-	-
 29  	1372	721	651	1372	721	651	-	-	-
 30  	1316	664	652	1316	664	652	-	-	-
 31  	1237	646	591	1237	646	591	-	-	-
 32  	1321	658	663	1321	658	663	-	-	-
 33  	1334	686	648	1334	686	648	-	-	-
 34  	1263	619	644	1263	619	644	-	-	-
 35  	1159	598	561	1159	598	561	-	-	-
 36  	1149	527	622	1149	527	622	-	-	-
 37  	1101	540	561	1101	540	561	-	-	-
 38  	1039	511	528	1039	511	528	-	-	-
 39  	990	532	458	990	532	458	-	-	-
 40  	978	486	492	978	486	492	-	-	-
 41  	976	498	478	976	498	478	-	-	-
 42  	883	436	447	883	436	447	-	-	-
 43  	888	442	446	888	442	446	-	-	-
 44  	943	469	474	943	469	474	-	-	-
 45  	998	494	504	998	494	504	-	-	-
 46  	1058	519	539	1058	519	539	-	-	-
 47  	1020	484	536	1020	484	536	-	-	-
 48  	1187	530	657	1187	530	657	-	-	-
 49  	1327	616	711	1327	616	711	-	-	-
 50  	1338	651	687	1338	651	687	-	-	-
 51  	1457	694	763	1457	694	763	-	-	-
 52  	1540	720	820	1540	720	820	-	-	-
 53  	1626	718	908	1626	718	908	-	-	-
 54  	1707	810	897	1707	810	897	-	-	-
 55  	1607	743	864	1607	743	864	-	-	-
 56  	1681	797	884	1681	797	884	-	-	-
 57  	1600	725	875	1600	725	875	-	-	-
 58  	1569	715	854	1569	715	854	-	-	-
 59  	1503	647	856	1503	647	856	-	-	-
 60  	1392	615	777	1392	615	777	-	-	-
 61  	1305	577	728	1305	577	728	-	-	-
 62  	1172	487	685	1172	487	685	-	-	-
 63  	986	431	555	986	431	555	-	-	-
 64  	718	323	395	718	323	395	-	-	-
 65  	756	331	425	756	331	425	-	-	-
 66  	649	296	353	649	296	353	-	-	-
 67  	674	277	397	674	277	397	-	-	-
 68  	692	284	408	692	284	408	-	-	-
 69  	677	290	387	677	290	387	-	-	-
 70  	10261	3439	6822	10261	3439	6822	-	-	-
